,userId,movieId,rating
6546587,45015,1198,3.5
6546591,45015,1206,4.0
6546593,45015,1208,4.5
6546595,45015,1210,3.5
6546597,45015,1213,3.5
6546598,45015,1214,3.5
6546601,45015,1219,4.5
6546602,45015,1220,2.5
6546603,45015,1221,4.0
6546604,45015,1222,5.0
6546606,45015,1225,3.0
6546611,45015,1240,3.5
6546615,45015,1246,3.0
6546620,45015,1258,5.0
6546621,45015,1259,4.5
6546624,45015,1265,2.0
6546627,45015,1270,3.0
6546638,45015,1291,4.0
6546642,45015,1307,3.5
6546658,45015,1387,3.5
6546661,45015,1393,2.5
6546691,45015,1517,3.5
6546693,45015,1527,4.0
6546701,45015,1573,4.0
6546703,45015,1580,1.0
6546715,45015,1617,4.0
6546724,45015,1653,3.0
6546730,45015,1682,2.5
6546736,45015,1704,3.0
6546739,45015,1721,2.5
6546741,45015,1732,5.0
6546754,45015,1784,3.0
6546775,45015,1917,2.5
6546778,45015,1923,2.5
6546784,45015,1961,3.5
6546788,45015,1968,4.0
6546803,45015,2011,3.0
6546804,45015,2012,3.0
6546811,45015,2028,2.5
6546848,45015,2115,4.0
6546876,45015,2174,4.0
6546889,45015,2291,5.0
6546901,45015,2324,5.0
6546903,45015,2329,5.0
6546914,45015,2355,3.5
6546925,45015,2396,2.5
6546954,45015,2502,3.5
6546971,45015,2571,1.5
6546989,45015,2683,3.5
6546995,45015,2700,3.5
6546997,45015,2706,2.5
6546998,45015,2710,3.5
6547001,45015,2716,3.5
6547013,45015,2762,4.0
6547023,45015,2797,4.0
6547031,45015,2858,5.0
6547037,45015,2916,3.0
6547038,45015,2918,4.0
6547044,45015,2959,4.5
6547049,45015,2987,3.0
6547050,45015,2997,4.0
6547077,45015,3114,3.0
6547081,45015,3147,3.0
6547154,45015,3578,3.0
6547190,45015,3793,3.0
6547206,45015,3897,3.0
6547225,45015,3996,4.0
6547228,45015,4011,4.0
6547235,45015,4022,2.5
6547237,45015,4027,4.5
6547269,45015,4226,3.5
6547282,45015,4306,3.0
6547365,45015,4878,4.5
6547368,45015,4886,2.5
6547370,45015,4896,3.0
6547377,45015,4973,5.0
6547382,45015,4993,4.0
6547434,45015,5349,4.0
6547441,45015,5418,3.0
6547446,45015,5445,2.5
6547515,45015,5952,4.0
6547521,45015,5989,2.5
6547566,45015,6377,2.5
6547580,45015,6539,4.5
6547631,45015,6874,4.5
6547665,45015,7153,4.0
6547684,45015,7361,3.0
6547691,45015,7438,4.0
6547748,45015,8961,3.5
6547821,45015,33794,4.0
6548011,45015,58559,4.0
6653478,45815,1,3.0
6653479,45815,2,3.0
6653483,45815,6,1.0
6653487,45815,10,5.0
6653488,45815,11,3.0
6653492,45815,17,4.0
6653493,45815,19,2.0
6653495,45815,21,1.0
6653499,45815,32,2.0
6653500,45815,34,4.0
6653502,45815,39,1.0
6653507,45815,47,3.0
6653509,45815,50,3.0
6653527,45815,95,1.0
6653531,45815,104,1.0
6653533,45815,110,5.0
6653534,45815,111,2.0
6653543,45815,141,1.0
6653548,45815,150,3.0
6653550,45815,153,1.0
6653555,45815,161,4.0
6653558,45815,165,2.0
6653580,45815,208,2.0
6653583,45815,223,1.0
6653586,45815,231,5.0
6653598,45815,253,2.0
6653603,45815,260,4.0
6653614,45815,288,1.0
6653617,45815,292,2.0
6653618,45815,293,3.0
6653621,45815,296,1.0
6653629,45815,316,5.0
6653631,45815,318,4.0
6653636,45815,329,4.0
6653639,45815,339,3.0
6653642,45815,344,4.0
6653645,45815,349,4.0
6653650,45815,356,4.0
6653651,45815,357,1.0
6653655,45815,367,2.0
6653662,45815,377,1.0
6653665,45815,380,2.0
6653674,45815,410,1.0
6653689,45815,434,1.0
6653693,45815,440,3.0
6653695,45815,442,1.0
6653702,45815,454,3.0
6653704,45815,457,5.0
6653718,45815,474,4.0
6653721,45815,480,4.0
6653734,45815,500,1.0
6653739,45815,508,3.0
6653750,45815,527,5.0
6653756,45815,539,4.0
6653764,45815,551,3.0
6653782,45815,586,1.0
6653783,45815,587,1.0
6653784,45815,588,1.0
6653785,45815,589,3.0
6653786,45815,590,4.0
6653788,45815,592,2.0
6653789,45815,593,5.0
6653790,45815,594,3.0
6653791,45815,597,1.0
6653795,45815,608,2.0
6653807,45815,648,4.0
6653836,45815,733,2.0
6653839,45815,736,1.0
6653853,45815,780,3.0
6653857,45815,788,3.0
6653881,45815,858,2.0
6653903,45815,912,3.0
6653907,45815,919,3.0
6653910,45815,923,2.0
6653911,45815,924,3.0
6653966,45815,1036,5.0
6653979,45815,1073,3.0
6653982,45815,1079,3.0
6653983,45815,1080,1.0
6653987,45815,1089,1.0
6653992,45815,1101,2.0
6653999,45815,1127,3.0
6654003,45815,1136,4.0
6654021,45815,1193,2.0
6654023,45815,1196,5.0
6654024,45815,1197,2.0
6654025,45815,1198,5.0
6654026,45815,1200,2.0
6654031,45815,1210,5.0
6654033,45815,1213,3.0
6654035,45815,1220,1.0
6654036,45815,1221,3.0
6654037,45815,1222,1.0
6654039,45815,1225,4.0
6654057,45815,1259,3.0
6654060,45815,1265,5.0
6654062,45815,1270,4.0
6654075,45815,1291,4.0
6654082,45815,1307,3.0
6654088,45815,1356,4.0
6654107,45815,1387,3.0
6654113,45815,1393,2.0
6654166,45815,1517,1.0
6654171,45815,1527,3.0
6654189,45815,1573,1.0
6654190,45815,1580,3.0
6654210,45815,1610,5.0
6654214,45815,1617,2.0
6654237,45815,1682,2.0
6654245,45815,1704,3.0
6654250,45815,1721,2.0
6654256,45815,1732,1.0
6654272,45815,1784,1.0
6654329,45815,1917,1.0
6654333,45815,1923,3.0
6654345,45815,1961,3.0
6654349,45815,1968,1.0
6654350,45815,2000,3.0
6654358,45815,2011,3.0
6654359,45815,2012,3.0
6654369,45815,2028,5.0
6654425,45815,2115,4.0
6654461,45815,2174,3.0
6654506,45815,2291,2.0
6654525,45815,2329,2.0
6654539,45815,2355,2.0
6654574,45815,2396,2.0
6654633,45815,2502,1.0
6654669,45815,2571,3.0
6654696,45815,2628,4.0
6654709,45815,2683,1.0
6654718,45815,2700,1.0
6654720,45815,2706,1.0
6654726,45815,2716,3.0
6654752,45815,2762,3.0
6654763,45815,2791,3.0
6654769,45815,2797,3.0
6654795,45815,2858,1.0
6654819,45815,2916,2.0
6654821,45815,2918,3.0
6654845,45815,2987,1.0
6654897,45815,3114,2.0
6682534,45987,1,5.0
6682535,45987,10,2.0
6682539,45987,19,2.0
6682544,45987,32,4.0
6682545,45987,34,3.5
6682546,45987,39,5.0
6682550,45987,47,2.0
6682552,45987,50,5.0
6682564,45987,95,4.0
6682565,45987,104,4.0
6682567,45987,111,1.0
6682575,45987,141,3.0
6682577,45987,150,3.0
6682578,45987,153,1.0
6682583,45987,165,1.0
6682603,45987,208,3.0
6682607,45987,223,2.0
6682609,45987,231,1.0
6682620,45987,253,2.0
6682624,45987,260,5.0
6682630,45987,288,1.0
6682634,45987,292,1.0
6682635,45987,293,4.0
6682636,45987,296,4.0
6682640,45987,316,3.0
6682644,45987,329,2.0
6682647,45987,337,3.0
6682649,45987,339,4.0
6682651,45987,344,4.0
6682654,45987,349,2.0
6682658,45987,356,3.0
6682659,45987,357,4.0
6682661,45987,364,4.0
6682664,45987,367,4.0
6682670,45987,377,4.0
6682672,45987,380,3.0
6682680,45987,410,4.0
6682694,45987,434,1.0
6682697,45987,440,3.0
6682698,45987,442,3.0
6682703,45987,454,2.0
6682704,45987,457,2.0
6682711,45987,480,5.0
6682717,45987,500,2.0
6682720,45987,508,3.0
6682732,45987,527,4.0
6682738,45987,539,3.0
6682740,45987,541,4.0
6682748,45987,551,5.0
6682756,45987,586,1.0
6682757,45987,587,4.0
6682758,45987,588,4.0
6682759,45987,589,4.0
6682760,45987,590,2.0
6682761,45987,592,2.0
6682762,45987,593,4.0
6682763,45987,594,4.0
6682764,45987,595,5.0
6682766,45987,597,1.0
6682770,45987,608,5.0
6682778,45987,648,1.0
6682796,45987,733,3.0
6682798,45987,736,2.0
6682806,45987,750,4.0
6682808,45987,780,2.0
6682837,45987,912,4.0
6682841,45987,919,4.0
6682842,45987,924,2.5
6682871,45987,1036,5.0
6682878,45987,1073,5.0
6682881,45987,1079,5.0
6682882,45987,1080,5.0
6682889,45987,1097,3.0
6682893,45987,1101,1.0
6682898,45987,1127,4.0
6682904,45987,1136,5.0
6682909,45987,1193,4.0
6682910,45987,1196,4.0
6682911,45987,1197,5.0
6682912,45987,1198,5.0
6682913,45987,1200,5.0
6682915,45987,1206,3.0
6682917,45987,1210,3.0
6682918,45987,1213,4.0
6682919,45987,1214,4.0
6682922,45987,1219,4.0
6682923,45987,1220,5.0
6682924,45987,1222,1.0
6682926,45987,1225,4.0
6682929,45987,1240,3.0
6682932,45987,1246,2.0
6682937,45987,1258,2.0
6682938,45987,1259,4.0
6682940,45987,1265,4.0
6682943,45987,1270,4.0
6682953,45987,1291,3.0
6682960,45987,1307,4.0
6682982,45987,1356,2.0
6683000,45987,1393,3.0
6683030,45987,1517,4.0
6683032,45987,1527,5.0
6683041,45987,1573,1.0
6683042,45987,1580,1.0
6683043,45987,1584,2.0
6683054,45987,1610,3.0
6683070,45987,1653,2.0
6683083,45987,1682,2.0
6683091,45987,1721,1.0
6683097,45987,1732,4.0
6683107,45987,1784,3.0
6683142,45987,1917,1.0
6683145,45987,1923,2.0
6683148,45987,1961,1.0
6683154,45987,1968,4.0
6683176,45987,2000,3.0
6683185,45987,2011,3.0
6683186,45987,2012,3.0
6683233,45987,2115,2.0
6683271,45987,2174,4.0
6683305,45987,2291,3.0
6683400,45987,2502,4.0
6683429,45987,2571,0.5
6683452,45987,2628,1.0
6683470,45987,2683,3.0
6683476,45987,2700,4.0
6683479,45987,2706,2.0
6683481,45987,2710,2.5
6683484,45987,2716,5.0
6683506,45987,2762,5.0
6683516,45987,2791,5.0
6683522,45987,2797,3.0
6683540,45987,2858,2.0
6683564,45987,2916,3.0
6683566,45987,2918,4.0
6683580,45987,2959,1.0
6683589,45987,2987,5.0
6683595,45987,2997,5.0
6683759,45987,3578,4.0
6683825,45987,3793,3.0
6683894,45987,3996,5.0
6683906,45987,4022,2.0
6683909,45987,4027,5.0
6683965,45987,4226,5.0
6683983,45987,4306,2.5
6684159,45987,4878,5.0
6684160,45987,4886,4.0
6684184,45987,4993,3.0
6684255,45987,5349,3.0
6684277,45987,5445,2.0
6684368,45987,5952,4.0
6684426,45987,6377,3.5
6684514,45987,6874,0.5
6684566,45987,7153,4.5
6684597,45987,7438,1.0
6736567,46396,1,2.5
6736568,46396,2,2.0
6736570,46396,6,5.0
6736573,46396,16,5.0
6736574,46396,19,1.5
6736575,46396,21,3.0
6736577,46396,25,3.5
6736578,46396,32,4.0
6736579,46396,34,2.0
6736580,46396,36,4.0
6736582,46396,39,2.5
6736584,46396,47,4.5
6736586,46396,50,3.0
6736594,46396,95,2.5
6736596,46396,104,2.0
6736597,46396,110,3.0
6736598,46396,111,5.0
6736605,46396,150,3.0
6736606,46396,153,2.5
6736612,46396,165,4.5
6736621,46396,208,3.0
6736624,46396,223,3.5
6736627,46396,231,2.0
6736630,46396,253,2.5
6736631,46396,260,4.0
6736634,46396,288,4.5
6736635,46396,293,3.5
6736636,46396,296,5.0
6736637,46396,300,3.0
6736640,46396,318,4.0
6736644,46396,337,3.5
6736645,46396,339,2.0
6736646,46396,344,1.0
6736652,46396,356,3.5
6736654,46396,364,2.5
6736656,46396,367,1.5
6736661,46396,377,1.0
6736662,46396,380,2.0
6736667,46396,410,3.0
6736680,46396,442,2.5
6736681,46396,454,3.0
6736683,46396,457,2.5
6736685,46396,480,3.5
6736689,46396,500,2.0
6736692,46396,508,3.0
6736698,46396,527,3.0
6736701,46396,539,3.5
6736702,46396,541,5.0
6736705,46396,551,2.5
6736713,46396,586,2.0
6736714,46396,587,2.0
6736715,46396,588,2.0
6736716,46396,589,3.0
6736717,46396,590,2.5
6736718,46396,592,3.0
6736719,46396,593,5.0
6736720,46396,594,3.0
6736721,46396,595,2.0
6736723,46396,597,2.0
6736724,46396,608,5.0
6736726,46396,648,2.0
6736741,46396,733,1.5
6736743,46396,736,2.0
6736746,46396,750,5.0
6736749,46396,778,4.0
6736750,46396,780,3.0
6736754,46396,788,0.5
6736766,46396,858,3.0
6736770,46396,904,5.0
6736772,46396,919,4.0
6736774,46396,923,5.0
6736775,46396,924,4.0
6736788,46396,1036,4.0
6736797,46396,1073,4.0
6736800,46396,1079,5.0
6736801,46396,1080,4.0
6736803,46396,1089,5.0
6736810,46396,1097,3.0
6736819,46396,1136,5.0
6736828,46396,1193,5.0
6736830,46396,1196,5.0
6736831,46396,1197,4.0
6736832,46396,1198,5.0
6736834,46396,1200,3.0
6736839,46396,1206,5.0
6736841,46396,1208,5.0
6736842,46396,1210,4.5
6736843,46396,1213,5.0
6736844,46396,1214,5.0
6736848,46396,1219,5.0
6736849,46396,1220,2.5
6736850,46396,1221,3.0
6736851,46396,1222,5.0
6736852,46396,1225,5.0
6736862,46396,1240,3.0
6736867,46396,1246,0.5
6736874,46396,1258,5.0
6736875,46396,1259,4.0
6736878,46396,1265,4.0
6736880,46396,1270,5.0
6736892,46396,1291,5.0
6736902,46396,1307,2.0
6736919,46396,1356,0.5
6736929,46396,1387,5.0
6736951,46396,1517,3.0
6736952,46396,1527,4.5
6736957,46396,1573,4.0
6736958,46396,1580,4.0
6736959,46396,1584,2.0
6736968,46396,1617,3.5
6736982,46396,1682,2.5
6736988,46396,1704,4.0
6736991,46396,1721,2.5
6736994,46396,1732,4.0
6736999,46396,1784,3.0
6737016,46396,1917,1.5
6737019,46396,1923,3.0
6737027,46396,1961,2.5
6737032,46396,1968,3.0
6737041,46396,2000,3.0
6737049,46396,2011,3.5
6737050,46396,2012,3.5
6737056,46396,2028,3.0
6737074,46396,2115,4.0
6737097,46396,2174,3.0
6737115,46396,2291,2.5
6737126,46396,2329,3.0
6737132,46396,2355,3.0
6737160,46396,2502,3.5
6737173,46396,2571,3.0
6737186,46396,2628,2.5
6737197,46396,2683,2.5
6737201,46396,2700,3.5
6737204,46396,2706,2.0
6737205,46396,2710,2.5
6737208,46396,2716,4.0
6737220,46396,2762,3.5
6737227,46396,2791,3.5
6737233,46396,2797,4.0
6737239,46396,2858,3.0
6737249,46396,2916,4.0
6737251,46396,2918,2.5
6737257,46396,2959,4.5
6737263,46396,2987,4.0
6737264,46396,2997,4.5
6737291,46396,3114,3.0
6737296,46396,3147,4.0
6737364,46396,3578,3.5
6737404,46396,3793,3.0
6737418,46396,3897,1.5
6737444,46396,4011,4.0
6737449,46396,4022,2.5
6737451,46396,4027,5.0
6737471,46396,4226,3.5
6737482,46396,4306,1.0
6737551,46396,4878,4.0
6737553,46396,4886,1.5
6737557,46396,4896,3.5
6737564,46396,4963,3.0
6737570,46396,4993,5.0
6737571,46396,4995,2.5
6737612,46396,5349,3.0
6737618,46396,5418,2.5
6737619,46396,5445,3.0
6737676,46396,5952,5.0
6737681,46396,5989,4.0
6737733,46396,6539,2.0
6737763,46396,6874,4.5
6737801,46396,7153,5.0
6737823,46396,7361,3.5
6737830,46396,7438,4.0
6737904,46396,8961,2.0
6737998,46396,33794,4.0
6738220,46396,58559,5.0
6750156,46470,1,5.0
6750157,46470,2,3.0
6750161,46470,6,3.5
6750164,46470,10,2.0
6750165,46470,11,0.5
6750169,46470,16,2.5
6750170,46470,17,4.0
6750171,46470,19,3.0
6750173,46470,21,5.0
6750177,46470,25,5.0
6750182,46470,32,4.5
6750183,46470,34,2.5
6750185,46470,36,2.5
6750186,46470,39,4.0
6750189,46470,47,3.5
6750191,46470,50,3.0
6750195,46470,62,4.5
6750211,46470,95,3.5
6750216,46470,104,3.0
6750219,46470,110,5.0
6750220,46470,111,4.0
6750230,46470,141,2.0
6750233,46470,150,4.0
6750235,46470,153,3.0
6750238,46470,161,4.0
6750241,46470,165,5.0
6750252,46470,185,3.0
6750262,46470,208,3.0
6750267,46470,223,2.0
6750272,46470,231,2.0
6750280,46470,253,3.0
6750284,46470,260,5.0
6750297,46470,288,4.0
6750300,46470,292,3.5
6750301,46470,293,5.0
6750302,46470,296,4.0
6750303,46470,300,3.0
6750308,46470,316,5.0
6750310,46470,318,5.0
6750313,46470,329,2.5
6750315,46470,337,0.5
6750317,46470,339,4.5
6750320,46470,344,2.0
6750328,46470,356,5.0
6750329,46470,357,5.0
6750333,46470,364,5.0
6750336,46470,367,3.0
6750343,46470,377,5.0
6750346,46470,380,4.0
6750354,46470,410,4.0
6750367,46470,434,3.0
6750371,46470,440,3.5
6750373,46470,442,3.0
6750377,46470,454,0.5
6750379,46470,457,3.0
6750388,46470,474,4.0
6750392,46470,480,2.5
6750405,46470,500,3.5
6750409,46470,508,3.5
6750419,46470,527,2.5
6750427,46470,539,5.0
6750429,46470,541,4.0
6750434,46470,551,4.0
6750442,46470,586,2.5
6750443,46470,587,3.5
6750444,46470,588,3.5
6750445,46470,589,3.0
6750446,46470,590,5.0
6750447,46470,592,5.0
6750448,46470,593,3.5
6750449,46470,594,1.5
6750450,46470,595,5.0
6750452,46470,597,3.5
6750455,46470,608,4.0
6750470,46470,648,3.0
6750491,46470,733,4.5
6750492,46470,736,4.5
6750497,46470,750,4.0
6750503,46470,778,4.0
6750504,46470,780,4.5
6750510,46470,788,3.0
6750531,46470,858,0.5
6750547,46470,912,5.0
6750552,46470,919,3.0
6750554,46470,923,2.0
6750555,46470,924,5.0
6750580,46470,1036,5.0
6750589,46470,1073,4.0
6750591,46470,1079,5.0
6750598,46470,1089,5.0
6750605,46470,1097,1.5
6750607,46470,1101,2.0
6750613,46470,1127,5.0
6750633,46470,1193,2.5
6750634,46470,1196,4.0
6750635,46470,1197,4.5
6750636,46470,1198,4.0
6750638,46470,1200,2.5
6750641,46470,1206,5.0
6750642,46470,1208,3.5
6750643,46470,1210,5.0
6750644,46470,1213,1.0
6750645,46470,1214,2.5
6750646,46470,1219,5.0
6750647,46470,1220,5.0
6750648,46470,1221,0.5
6750649,46470,1222,5.0
6750651,46470,1225,3.5
6750660,46470,1240,5.0
6750663,46470,1246,3.5
6750669,46470,1258,3.0
6750670,46470,1259,5.0
6750673,46470,1265,5.0
6750676,46470,1270,5.0
6750690,46470,1291,5.0
6750700,46470,1307,4.5
6750727,46470,1387,2.0
6750730,46470,1393,5.0
6750767,46470,1517,5.0
6750771,46470,1527,4.0
6750781,46470,1573,4.0
6750782,46470,1580,5.0
6750784,46470,1584,5.0
6750802,46470,1610,3.0
6750806,46470,1617,4.0
6750818,46470,1653,2.0
6750828,46470,1682,4.5
6750839,46470,1704,5.0
6750842,46470,1721,0.5
6750848,46470,1732,1.5
6750862,46470,1784,4.5
6750899,46470,1917,4.0
6750902,46470,1923,4.5
6750915,46470,1961,4.5
6750920,46470,1968,4.0
6750935,46470,2000,4.5
6750943,46470,2011,5.0
6750944,46470,2012,5.0
6750952,46470,2028,4.5
6750991,46470,2115,5.0
6751023,46470,2174,5.0
6751059,46470,2291,3.5
6751073,46470,2324,2.5
6751075,46470,2329,3.0
6751088,46470,2355,4.5
6751115,46470,2396,2.0
6751172,46470,2502,3.0
6751197,46470,2571,5.0
6751210,46470,2628,4.0
6751223,46470,2683,5.0
6751231,46470,2700,4.0
6751233,46470,2706,0.5
6751236,46470,2710,2.5
6751239,46470,2716,5.0
6751260,46470,2762,4.0
6751268,46470,2791,3.0
6751271,46470,2797,5.0
6751293,46470,2858,3.5
6751315,46470,2916,3.0
6751317,46470,2918,3.0
6751332,46470,2959,5.0
6751338,46470,2987,3.0
6751343,46470,2997,2.5
6751385,46470,3114,5.0
6751390,46470,3147,5.0
6751535,46470,3578,1.5
6751604,46470,3793,2.0
6751631,46470,3897,5.0
6751671,46470,3996,3.0
6751679,46470,4011,5.0
6751688,46470,4022,4.5
6751691,46470,4027,1.5
6751747,46470,4226,4.0
6751775,46470,4306,5.0
6751943,46470,4878,5.0
6751946,46470,4886,4.0
6751949,46470,4896,4.0
6751966,46470,4963,5.0
6751968,46470,4973,2.5
6751976,46470,4993,5.0
6751978,46470,4995,5.0
6752061,46470,5349,4.0
6752077,46470,5418,5.0
6752084,46470,5445,5.0
6752192,46470,5952,4.0
6752203,46470,5989,2.5
6752280,46470,6377,5.0
6752313,46470,6539,5.0
6752389,46470,6874,5.0
6752468,46470,7153,4.0
6752512,46470,7361,5.0
6752527,46470,7438,5.0
6752688,46470,8961,5.0
6752891,46470,33794,5.0
6753325,46470,58559,4.5
6793841,46744,1,5.0
6793842,46744,6,4.0
6793844,46744,10,3.0
6793845,46744,11,4.0
6793847,46744,16,4.0
6793848,46744,17,5.0
6793850,46744,21,5.0
6793851,46744,25,4.0
6793855,46744,32,4.0
6793856,46744,34,4.0
6793857,46744,36,5.0
6793858,46744,39,4.0
6793862,46744,47,4.0
6793864,46744,50,4.0
6793867,46744,62,3.0
6793871,46744,95,3.0
6793875,46744,104,2.5
6793877,46744,110,4.5
6793878,46744,111,5.0
6793883,46744,141,4.0
6793886,46744,150,4.0
6793888,46744,153,3.0
6793892,46744,161,4.0
6793896,46744,165,4.0
6793899,46744,185,2.0
6793905,46744,208,0.5
6793910,46744,223,3.5
6793913,46744,231,4.0
6793921,46744,253,3.0
6793922,46744,260,5.0
6793928,46744,288,3.5
6793930,46744,292,3.0
6793931,46744,293,3.5
6793932,46744,296,5.0
6793933,46744,300,4.5
6793939,46744,316,3.0
6793940,46744,318,4.0
6793944,46744,337,4.0
6793945,46744,339,2.5
6793946,46744,344,4.0
6793950,46744,349,4.0
6793954,46744,356,4.0
6793955,46744,357,4.0
6793956,46744,364,4.0
6793957,46744,367,4.0
6793963,46744,377,4.0
6793965,46744,380,4.0
6793967,46744,410,4.0
6793972,46744,434,4.0
6793973,46744,440,4.0
6793977,46744,454,4.0
6793979,46744,457,4.5
6793982,46744,474,4.0
6793985,46744,480,3.0
6793991,46744,500,2.0
6793994,46744,508,4.0
6793999,46744,527,4.5
6794004,46744,539,3.0
6794005,46744,541,4.0
6794008,46744,551,3.0
6794015,46744,586,3.0
6794016,46744,587,3.0
6794017,46744,589,4.0
6794018,46744,590,4.5
6794019,46744,592,4.0
6794020,46744,593,5.0
6794021,46744,594,3.0
6794022,46744,595,4.5
6794024,46744,597,4.0
6794026,46744,608,5.0
6794032,46744,648,4.0
6794039,46744,733,3.0
6794040,46744,736,3.0
6794042,46744,750,5.0
6794044,46744,778,5.0
6794045,46744,780,4.0
6794049,46744,788,3.5
6794056,46744,858,5.0
6794063,46744,904,5.0
6794070,46744,912,5.0
6794073,46744,919,5.0
6794077,46744,923,5.0
6794078,46744,924,5.0
6794112,46744,1036,4.0
6794120,46744,1073,5.0
6794123,46744,1079,5.0
6794124,46744,1080,3.5
6794130,46744,1089,4.0
6794136,46744,1097,4.0
6794138,46744,1101,3.0
6794144,46744,1127,4.0
6794148,46744,1136,5.0
6794171,46744,1193,5.0
6794173,46744,1196,4.0
6794174,46744,1197,4.0
6794175,46744,1198,5.0
6794177,46744,1200,4.0
6794182,46744,1206,5.0
6794184,46744,1208,5.0
6794186,46744,1210,4.0
6794189,46744,1213,5.0
6794190,46744,1214,5.0
6794192,46744,1219,5.0
6794193,46744,1220,5.0
6794194,46744,1221,5.0
6794195,46744,1222,4.5
6794197,46744,1225,5.0
6794208,46744,1240,4.0
6794213,46744,1246,3.5
6794222,46744,1258,4.0
6794223,46744,1259,4.0
6794227,46744,1265,4.5
6794232,46744,1270,4.5
6794247,46744,1291,4.0
6794260,46744,1307,3.0
6794283,46744,1387,5.0
6794286,46744,1393,4.0
6794315,46744,1517,4.0
6794317,46744,1527,3.0
6794323,46744,1573,4.0
6794324,46744,1580,4.5
6794325,46744,1584,2.0
6794331,46744,1610,4.0
6794335,46744,1617,5.0
6794345,46744,1653,3.0
6794351,46744,1682,4.0
6794358,46744,1704,4.0
6794361,46744,1721,4.0
6794365,46744,1732,4.0
6794369,46744,1784,4.0
6794393,46744,1917,3.0
6794396,46744,1923,4.0
6794423,46744,1961,4.5
6794428,46744,1968,5.0
6794433,46744,2000,5.0
6794438,46744,2011,2.5
6794445,46744,2028,4.5
6794474,46744,2115,3.0
6794491,46744,2174,4.0
6794518,46744,2291,4.0
6794529,46744,2324,4.0
6794530,46744,2329,4.0
6794542,46744,2355,5.0
6794554,46744,2396,4.5
6794584,46744,2502,4.0
6794597,46744,2571,5.0
6794607,46744,2628,3.0
6794615,46744,2683,3.5
6794623,46744,2706,4.0
6794625,46744,2716,4.0
6794643,46744,2762,4.0
6794647,46744,2791,5.0
6794649,46744,2797,5.0
6794656,46744,2858,5.0
6794669,46744,2916,3.0
6794671,46744,2918,4.5
6794687,46744,2959,4.0
6794694,46744,2987,4.0
6794701,46744,2997,4.0
6794750,46744,3114,4.0
6794869,46744,3578,5.0
6794924,46744,3793,4.0
6794945,46744,3897,4.0
6794963,46744,3996,5.0
6794970,46744,4011,4.0
6794977,46744,4022,4.0
6794980,46744,4027,4.0
6795023,46744,4226,5.0
6795035,46744,4306,4.0
6795127,46744,4878,4.0
6795130,46744,4886,4.0
6795133,46744,4896,3.5
6795143,46744,4963,3.0
6795145,46744,4973,3.0
6795151,46744,4993,4.5
6795152,46744,4995,4.5
6795197,46744,5349,3.0
6795207,46744,5418,4.0
6795210,46744,5445,3.0
6795266,46744,5952,3.5
6795271,46744,5989,4.0
6795308,46744,6377,5.0
6795327,46744,6539,3.5
6795366,46744,6874,3.0
6795402,46744,7153,4.0
6795417,46744,7361,3.5
6795420,46744,7438,4.0
6795459,46744,8961,4.0
6795503,46744,33794,3.5
6886553,47439,6,4.5
6886554,47439,10,3.5
6886557,47439,16,5.0
6886558,47439,17,3.0
6886559,47439,25,4.0
6886563,47439,32,5.0
6886564,47439,47,3.0
6886566,47439,50,3.0
6886570,47439,95,2.5
6886573,47439,110,4.0
6886574,47439,111,4.5
6886577,47439,150,3.0
6886579,47439,153,2.5
6886588,47439,208,2.5
6886592,47439,223,4.0
6886594,47439,231,2.5
6886600,47439,253,4.5
6886602,47439,260,3.5
6886606,47439,288,4.0
6886608,47439,293,4.5
6886609,47439,296,3.5
6886610,47439,300,4.0
6886615,47439,316,4.0
6886616,47439,318,4.5
6886618,47439,337,4.0
6886624,47439,356,2.5
6886625,47439,357,4.5
6886626,47439,364,4.0
6886627,47439,377,3.0
6886632,47439,442,2.5
6886633,47439,454,3.0
6886637,47439,480,5.0
6886643,47439,508,3.5
6886647,47439,527,5.0
6886650,47439,541,5.0
6886651,47439,551,4.5
6886656,47439,588,4.0
6886657,47439,589,3.5
6886658,47439,590,3.5
6886659,47439,592,4.5
6886660,47439,593,3.5
6886662,47439,608,3.5
6886665,47439,648,3.0
6886670,47439,733,3.5
6886673,47439,750,4.0
6886675,47439,778,4.0
6886676,47439,780,3.0
6886684,47439,858,5.0
6886690,47439,904,3.5
6886694,47439,912,3.5
6886699,47439,919,4.5
6886702,47439,923,3.5
6886703,47439,924,5.0
6886719,47439,1079,2.5
6886720,47439,1080,5.0
6886724,47439,1089,4.0
6886730,47439,1097,4.5
6886731,47439,1101,3.0
6886736,47439,1127,4.0
6886737,47439,1136,5.0
6886751,47439,1193,3.5
6886752,47439,1196,3.5
6886753,47439,1198,4.0
6886755,47439,1200,3.5
6886759,47439,1206,5.0
6886760,47439,1208,5.0
6886762,47439,1210,3.5
6886765,47439,1213,4.5
6886766,47439,1214,5.0
6886770,47439,1219,5.0
6886771,47439,1220,4.5
6886772,47439,1221,5.0
6886773,47439,1222,5.0
6886775,47439,1225,5.0
6886783,47439,1240,3.5
6886788,47439,1246,4.0
6886797,47439,1258,5.0
6886798,47439,1259,3.5
6886815,47439,1291,3.5
6886837,47439,1387,4.0
6886839,47439,1393,3.5
6886856,47439,1527,4.0
6886862,47439,1573,3.5
6886863,47439,1580,3.5
6886864,47439,1584,3.5
